-0.66691,3
-0.91136,3
-1.3592,3
-1.6401,3
-0.48128,3
0.86299,3
2.1315,3
3.2712,3
2.9086,3
2.5215,3
2.0584,3
1.8297,3
1.6756,3
1.6685,3
1.5961,3
1.4988,3
1.494,3
1.4738,3
1.4876,3
1.46,3
1.4141,3
1.1176,3
1.1316,3
1.2897,3
1.4594,3
1.8708,3
2.3665,3
3.1279,3
4.1012,3
3.4245,3
2.8608,3
2.4225,3
2.1717,3
1.9816,3
1.7566,3
1.7513,3
1.6383,3
1.6437,3
1.5666,3
1.5445,3
1.588,3
1.5876,3
1.4224,3
1.4498,3
1.5074,3
1.5863,3
1.7228,3
1.7886,3
1.8979,3
1.9272,3
1.9463,3
1.9175,3
1.9076,3
1.803,3
1.7655,3
1.6759,3
1.6607,3
1.6952,3
1.6367,3
1.64,3
1.5368,3
1.5689,3
1.5499,3
1.4198,3
1.513,3
1.524,3
1.4817,3
1.5179,3
1.5665,3
1.5587,3
1.5537,3
1.5823,3
1.551,3
1.6209,3
1.602,3
1.5629,3
1.5496,3
1.5831,3
1.5005,3
1.5786,3
1.5533,3
1.5523,3
1.4824,3
1.4767,3
1.3603,3
1.4106,3
1.4401,3
1.4132,3
1.427,3
1.4704,3
1.4473,3
1.4565,3
1.534,3
1.5057,3
1.5212,3
1.4824,3
1.5066,3
1.5275,3
1.4758,3
1.4693,3
1.4862,3
1.5029,3
1.5093,3
1.4983,3
1.4817,3
1.1873,3
1.1857,3
1.2073,3
1.205,3
1.3013,3
1.3175,3
1.3318,3
1.3812,3
1.3955,3
1.3425,3
1.3679,3
1.4303,3
1.4154,3
1.4221,3
1.3645,3
1.3848,3
1.4213,3
1.3639,3
1.3907,3
1.4323,3
1.4342,3
0.65555,3
0.69653,3
0.74686,3
0.80016,3
0.92132,3
1.0397,3
1.1592,3
1.1864,3
1.2371,3
1.2862,3
1.3121,3
1.3183,3
1.3857,3
1.3301,3
1.3779,3
1.4018,3
1.4034,3
1.3825,3
1.3578,3
1.3748,3
1.3577,3
-0.87447,3
-1.1026,3
-1.6105,3
-2.0026,3
-1.0897,3
-0.099036,3
0.56295,3
1.0048,3
1.2504,3
1.3287,3
1.3743,3
1.4589,3
1.3878,3
1.3853,3
1.4522,3
1.4365,3
1.4099,3
1.3587,3
