-4.8729,3
15.934,3
7.4488,3
3.718,3
2.1306,3
1.5773,3
-25.108,3
-4.2851,3
16.076,3
9.3885,3
5.5664,3
3.0637,3
2.0026,3
1.4693,3
-11.308,3
-3.4748,3
3.5871,3
4.4388,3
3.3897,3
2.2399,3
1.6155,3
1.2903,3
-6.2401,3
-2.7306,3
0.6467,3
1.9322,3
1.8625,3
1.5081,3
1.1919,3
1.0596,3
-3.7585,3
-1.9674,3
-0.28502,3
0.61895,3
0.81371,3
0.87048,3
0.86462,3
0.78332,3
-2.3764,3
-1.5345,3
-0.53462,3
0.089592,3
0.2632,3
0.46295,3
0.54807,3
0.57733,3
-1.8264,3
-1.2756,3
-0.54034,3
-0.047522,3
0.11444,3
0.28116,3
0.39309,3
0.43749,3
-1.4045,3
-1.0203,3
-0.55068,3
-0.18136,3
-0.026541,3
0.12386,3
0.22497,3
0.28737,3
-1.0557,3
-0.83277,3
-0.54546,3
-0.27211,3
-0.12902,3
0.011733,3
0.10601,3
0.15916,3
-0.85902,3
-0.72679,3
-0.518,3
-0.32834,3
-0.19984,3
-0.064891,3
0.026156,3
0.080308,3
-0.77907,3
-0.66213,3
-0.51086,3
-0.34006,3
-0.23113,3
-0.1078,3
-0.024894,3
0.026099,3
-0.71578,3
-0.649,3
-0.50893,3
-0.3479,3
-0.24671,3
-0.13138,3
-0.048714,3
-9.9047,3
-18.878,3
6.7962,3
17.462,3
7.3135,3
4.6222,3
-8.372,3
-12.183,3
-17.705,3
2.0067,3
16.47,3
10.319,3
5.9093,3
3.9191,3
-6.3135,3
-7.1937,3
-6.4625,3
0.11914,3
4.6815,3
5.2709,3
4.0926,3
3.2987,3
-4.6648,3
-4.4271,3
-3.237,3
-0.39036,3
1.6408,3
2.787,3
2.6392,3
2.4688,3
-3.3166,3
-3.0051,3
-1.9375,3
-0.50243,3
0.46147,3
1.3077,3
1.6614,3
1.6458,3
-2.5008,3
-2.1256,3
-1.31,3
-0.49283,3
-0.056329,3
0.58509,3
0.95323,3
1.1449,3
-2.0414,3
-1.6998,3
-1.1253,3
-0.48093,3
-0.18278,3
0.299,3
0.66649,3
0.83002,3
-1.6129,3
-1.3701,3
-0.92289,3
-0.52079,3
-0.25897,3
0.070981,3
0.34853,3
0.50311,3
-1.2745,3
-1.1079,3
-0.82857,3
-0.53735,3
-0.31231,3
-0.058931,3
0.15199,3
0.27641,3
-1.0942,3
-0.95403,3
-0.77745,3
-0.52911,3
-0.35659,3
-0.14605,3
0.027455,3
0.1307,3
-0.98798,3
-0.87145,3
-0.7415,3
-0.51399,3
-0.38312,3
-0.19508,3
-0.047675,3
0.043234,3
-0.95315,3
-0.85079,3
-0.71155,3
-0.5374,3
-0.39611,3
-0.22012,3
-0.083383,3
-2.3581,3
-2.9729,3
-4.47,3
-8.3277,3
-16.717,3
4.2394,3
-2.2075,3
-2.7571,3
-3.7309,3
-6.5089,3
-10.277,3
-16.511,3
3.6584,3
25.29,3
-2.0454,3
-2.2971,3
-3.0387,3
-4.1788,3
-5.2632,3
-4.3552,3
2.804,3
10.493,3
-1.8173,3
-1.985,3
-2.29,3
-2.5469,3
-2.6297,3
-1.3627,3
1.9843,3
5.2929,3
-1.5009,3
-1.6208,3
-1.5845,3
-1.5706,3
-1.3482,3
-0.45118,3
1.2624,3
2.9631,3
-1.2714,3
-1.3137,3
-1.1791,3
-0.9944,3
-0.79836,3
-0.20848,3
0.79117,3
1.6868,3
-1.1388,3
-1.1373,3
-1.0008,3
-0.82163,3
-0.67568,3
-0.18277,3
0.55306,3
1.1552,3
-1.0136,3
-0.94787,3
-0.87662,3
-0.69376,3
-0.53481,3
-0.18205,3
0.28477,3
0.64258,3
-0.90625,3
-0.84549,3
-0.71942,3
-0.59422,3
-0.44554,3
-0.18401,3
0.11213,3
0.32877,3
-0.80854,3
-0.76917,3
-0.68042,3
-0.54166,3
-0.41051,3
-0.20863,3
0.00063117,3
0.1554,3
-0.74175,3
-0.69401,3
-0.60355,3
-0.49603,3
-0.38548,3
-0.22661,3
-0.064313,3
0.047026,3
-0.70858,3
-0.66421,3
-0.58522,3
-0.47108,3
-0.3768,3
-0.22555,3
-0.095098,3
-26.129,3
-4.4868,3
15.864,3
9.6999,3
5.6463,3
3.0799,3
1.9064,3
1.4647,3
-4.0955,3
11.175,3
5.2619,3
2.8339,3
1.8101,3
1.3623,3
-20.59,3
-3.5057,3
12.325,3
7.1615,3
3.9503,3
2.2236,3
1.5023,3
1.2166,3
-8.9201,3
-2.8342,3
2.6047,3
3.1968,3
2.4388,3
1.6463,3
1.196,3
1.0251,3
-4.8993,3
-2.2892,3
0.2935,3
1.1968,3
1.1631,3
1.0055,3
0.8695,3
0.79283,3
-2.961,3
-1.7478,3
-0.35791,3
0.29479,3
0.42849,3
0.54322,3
0.58713,3
0.5546,3
-2.3317,3
-1.4564,3
-0.48065,3
0.070353,3
0.21184,3
0.34631,3
0.41706,3
0.4489,3
-1.6454,3
-1.162,3
-0.57192,3
-0.13263,3
0.032315,3
0.16206,3
0.24386,3
0.27774,3
-1.2155,3
-0.91993,3
-0.57217,3
-0.25696,3
-0.10325,3
0.035277,3
0.12007,3
0.16331,3
-1.0131,3
-0.80749,3
-0.54607,3
-0.32469,3
-0.19061,3
-0.054498,3
0.033956,3
0.083235,3
-0.85198,3
-0.73017,3
-0.56073,3
-0.35211,3
-0.23334,3
-0.11064,3
